bolt1,350,79,0.226,0.225,0.163,0.202,person,68
car1,742,582,0.784,0.779,0.663,0.731,car,508
bolt1,350,79,0.226,0.225,0.163,0.202,person,68
car1,742,582,0.784,0.779,0.663,0.731,car,508
