bolt1,350,345,0.986,0.982,0.654,0.835,person,290
car1,742,702,0.946,0.939,0.762,0.854,car,627
bolt1,350,345,0.986,0.982,0.654,0.835,person,290
car1,742,702,0.946,0.939,0.762,0.854,car,627
