bolt1,350,345,0.986,0.982,0.654,0.835,person,290
car1,742,703,0.947,0.940,0.762,0.854,car,628
bolt1,350,345,0.986,0.982,0.654,0.835,person,290
car1,742,703,0.947,0.940,0.762,0.854,car,628
