bolt1,350,345,0.986,0.982,0.654,0.835,person,290
car1,742,700,0.943,0.936,0.761,0.852,car,625
bolt1,350,345,0.986,0.982,0.654,0.835,person,290
car1,742,700,0.943,0.936,0.761,0.852,car,625
