bolt1,350,306,0.874,0.871,0.591,0.751,person,260
car1,742,658,0.887,0.880,0.730,0.812,car,583
bolt1,350,306,0.874,0.871,0.591,0.751,person,260
car1,742,658,0.887,0.880,0.730,0.812,car,583
