bolt1,350,344,0.983,0.979,0.653,0.833,person,290
car1,742,692,0.933,0.925,0.756,0.845,car,617
bolt1,350,344,0.983,0.979,0.653,0.833,person,290
car1,742,692,0.933,0.925,0.756,0.845,car,617
